auc,prauc,AP,auc_01,f1,accuracy,precision,recall,evalset,encoding,weight,cols
0.6023310387984981,0.283377670275891,0.287029123660818,0.5211942559778671,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted Mask,blsm_mut_score-mutation_score-ratio_rank
0.7057011692150978,0.381285523816453,0.38210921369167755,0.5689801360471276,0.020033388981636063,0.8064622485987472,0.8571428571428571,0.010135135135135136,cedar_related,onehot,Inverted Mask,blsm_mut_score-mutation_score-ratio_rank
0.6616316829273731,0.03406741736437253,0.034356331416729974,0.5421876738594213,0.0,0.9805668609980567,0.0,0.0,prime_related,onehot,Inverted Mask,blsm_mut_score-mutation_score-ratio_rank
0.5796151439299124,0.24510732286494616,0.24763026166835042,0.5048909821487385,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted KL,blsm_mut_score-mutation_score-ratio_rank
0.7231155264235969,0.39778657644161974,0.3986824703339293,0.5740168546691973,0.093603744149766,0.8084404879657106,0.6122448979591837,0.05067567567567568,cedar_related,onehot,Inverted KL,blsm_mut_score-mutation_score-ratio_rank
0.6344638426379247,0.03151616887019462,0.03179709259987962,0.531750347669297,0.009104704097116842,0.9760569060976056,0.0196078431372549,0.005928853754940711,prime_related,onehot,Inverted KL,blsm_mut_score-mutation_score-ratio_rank
0.580921464330413,0.24717371182469217,0.24964094361520264,0.5049733219155523,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.7223861510014726,0.39586266612020793,0.3967634474189988,0.5722784601371893,0.09076682316118936,0.8084404879657106,0.6170212765957447,0.048986486486486486,cedar_related,onehot,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.6346542576244627,0.0311260122777209,0.03138849445545141,0.5301684977362335,0.0091324200913242,0.9761302386976131,0.019867549668874173,0.005928853754940711,prime_related,onehot,Inverted Shannon,blsm_mut_score-mutation_score-ratio_rank
0.5663094493116395,0.2501680165997399,0.2525640568152014,0.5141542059152888,0.0,0.783410138248848,0.0,0.0,ibel_neoepi,onehot,Mask,blsm_mut_score-mutation_score-ratio_rank
